codigo,nome,preco,estoque
P05534,Produto5534,907.33,728
P05535,Produto5535,153.6,216
P05536,Produto5536,102.38,89
P05537,Produto5537,263.12,915
P05538,Produto5538,478.6,934
P05539,Produto5539,58.28,197
P05540,Produto5540,22.03,553
P05541,Produto5541,144.4,844
P05542,Produto5542,685.11,376
P05543,Produto5543,54.32,295
P05544,Produto5544,9.04,507
P05545,Produto5545,58.9,446
P05546,Produto5546,707.81,34
P05547,Produto5547,282.6,411
P05548,Produto5548,56.47,409
P05549,Produto5549,128.99,648
P05550,Produto5550,883.9,205
P05551,Produto5551,210.85,618
P05552,Produto5552,513.46,668
P05553,Produto5553,384.63,357
P05554,Produto5554,827.27,540
P05555,Produto5555,324.94,942
P05556,Produto5556,260.93,352
P05557,Produto5557,40.43,992
P05558,Produto5558,420.57,39
P05559,Produto5559,113.94,774
P05560,Produto5560,772.05,455
P05561,Produto5561,537.78,223
P05562,Produto5562,436.12,916
P05563,Produto5563,307.03,968
P05564,Produto5564,797.97,852
P05565,Produto5565,548.69,491
P05566,Produto5566,163.6,317
P05567,Produto5567,571.65,431
P05568,Produto5568,110.68,738
P05569,Produto5569,831.15,736
P05570,Produto5570,201.15,328
P05571,Produto5571,153.24,108
P05572,Produto5572,756.75,578
P05573,Produto5573,296.64,109
P05574,Produto5574,368.81,254
P05575,Produto5575,771.51,577
P05576,Produto5576,358.99,578
P05577,Produto5577,904.76,117
P05578,Produto5578,985.39,675
P05579,Produto5579,581.2,523
P05580,Produto5580,767.95,15
P05581,Produto5581,336.59,978
P05582,Produto5582,540.37,582
P05583,Produto5583,574.48,794
P05584,Produto5584,919.47,4
P05585,Produto5585,137.19,157
P05586,Produto5586,370.83,895
P05587,Produto5587,232.42,503
P05588,Produto5588,622.94,454
P05589,Produto5589,126.11,176
P05590,Produto5590,990.99,709
P05591,Produto5591,162.19,279
P05592,Produto5592,581.23,331
P05593,Produto5593,166.95,815
P05594,Produto5594,625.66,108
P05595,Produto5595,587.3,141
P05596,Produto5596,747.84,1000
P05597,Produto5597,43.37,202
P05598,Produto5598,612.68,229
P05599,Produto5599,868.39,270
P05600,Produto5600,912.52,751
P05601,Produto5601,419.1,309
P05602,Produto5602,88.37,998
P05603,Produto5603,465.31,37
P05604,Produto5604,89.59,504
P05605,Produto5605,552.43,333
P05606,Produto5606,902.12,554
P05607,Produto5607,71.88,226
P05608,Produto5608,145.53,415
P05609,Produto5609,341.95,699
P05610,Produto5610,685.68,363
P05611,Produto5611,730.49,439
P05612,Produto5612,1.88,750
P05613,Produto5613,443.04,620
P05614,Produto5614,390.55,904
P05615,Produto5615,407.74,758
P05616,Produto5616,198.41,762
P05617,Produto5617,644.11,146
P05618,Produto5618,716.32,192
P05619,Produto5619,371.94,57
P05620,Produto5620,918.39,709
P05621,Produto5621,439.97,140
P05622,Produto5622,352.0,556
P05623,Produto5623,350.39,776
P05624,Produto5624,413.34,463
P05625,Produto5625,207.1,588
P05626,Produto5626,745.92,639
P05627,Produto5627,182.27,250
P05628,Produto5628,781.62,14
P05629,Produto5629,698.0,38
P05630,Produto5630,327.71,311
P05631,Produto5631,315.68,915
P05632,Produto5632,71.63,457
P05633,Produto5633,821.68,239
P05634,Produto5634,4.74,390
P05635,Produto5635,386.76,608
P05636,Produto5636,303.13,933
P05637,Produto5637,165.8,600
P05638,Produto5638,861.23,281
P05639,Produto5639,748.13,194
P05640,Produto5640,339.81,681
P05641,Produto5641,328.52,415
P05642,Produto5642,700.64,888
P05643,Produto5643,539.76,389
P05644,Produto5644,736.54,768
P05645,Produto5645,340.09,834
P05646,Produto5646,993.06,878
P05647,Produto5647,190.71,190
P05648,Produto5648,817.22,834
P05649,Produto5649,353.46,757
P05650,Produto5650,766.59,100
P05651,Produto5651,384.26,246
P05652,Produto5652,996.88,626
P05653,Produto5653,642.74,209
P05654,Produto5654,6.11,225
P05655,Produto5655,840.03,148
P05656,Produto5656,465.22,130
P05657,Produto5657,19.35,26
P05658,Produto5658,37.7,21
P05659,Produto5659,521.09,855
P05660,Produto5660,13.58,525
P05661,Produto5661,521.0,2
P05662,Produto5662,517.24,184
P05663,Produto5663,139.68,118
P05664,Produto5664,851.72,921
P05665,Produto5665,703.85,415
P05666,Produto5666,911.85,837
P05667,Produto5667,433.65,215
P05668,Produto5668,824.06,557
P05669,Produto5669,391.45,835
P05670,Produto5670,373.35,725
P05671,Produto5671,590.81,9
P05672,Produto5672,87.92,473
P05673,Produto5673,418.05,805
P05674,Produto5674,355.47,890
P05675,Produto5675,791.43,163
P05676,Produto5676,845.11,871
P05677,Produto5677,610.47,459
P05678,Produto5678,695.67,999
P05679,Produto5679,858.64,94
P05680,Produto5680,111.73,494
P05681,Produto5681,954.54,721
P05682,Produto5682,411.87,808
P05683,Produto5683,301.82,330
P05684,Produto5684,848.01,175
P05685,Produto5685,643.27,322
P05686,Produto5686,634.05,105
P05687,Produto5687,568.49,316
P05688,Produto5688,463.26,34
P05689,Produto5689,430.6,647
P05690,Produto5690,813.07,187
P05691,Produto5691,662.41,318
P05692,Produto5692,157.21,201
P05693,Produto5693,868.13,208
P05694,Produto5694,267.24,185
P05695,Produto5695,467.13,411
P05696,Produto5696,373.82,15
P05697,Produto5697,725.09,505
P05698,Produto5698,13.13,380
P05699,Produto5699,666.4,546
P05700,Produto5700,640.51,471
P05701,Produto5701,718.78,171
P05702,Produto5702,649.57,449
P05703,Produto5703,788.42,492
P05704,Produto5704,751.99,458
P05705,Produto5705,586.02,433
P05706,Produto5706,97.8,533
P05707,Produto5707,158.22,667
P05708,Produto5708,695.84,710
P05709,Produto5709,218.7,56
P05710,Produto5710,584.3,718
P05711,Produto5711,837.71,645
P05712,Produto5712,517.18,713
P05713,Produto5713,718.82,5
P05714,Produto5714,154.23,201
P05715,Produto5715,280.75,236
P05716,Produto5716,672.5,481
P05717,Produto5717,784.46,861
P05718,Produto5718,524.64,119
P05719,Produto5719,782.33,384
P05720,Produto5720,604.89,671
P05721,Produto5721,240.48,563
P05722,Produto5722,677.06,309
P05723,Produto5723,986.84,228
P05724,Produto5724,681.14,659
P05725,Produto5725,441.53,834
P05726,Produto5726,816.02,321
P05727,Produto5727,305.75,23
P05728,Produto5728,861.12,914
P05729,Produto5729,327.77,275
P05730,Produto5730,605.31,515
P05731,Produto5731,616.13,41
P05732,Produto5732,265.95,121
P05733,Produto5733,156.72,610
P05734,Produto5734,94.87,950
P05735,Produto5735,536.04,76
P05736,Produto5736,554.27,860
P05737,Produto5737,469.26,31
P05738,Produto5738,497.96,891
P05739,Produto5739,430.6,329
P05740,Produto5740,830.49,264
P05741,Produto5741,248.71,787
P05742,Produto5742,766.55,776
P05743,Produto5743,562.77,438
P05744,Produto5744,350.7,256
P05745,Produto5745,173.84,974
P05746,Produto5746,353.51,933
P05747,Produto5747,110.68,588
P05748,Produto5748,816.91,910
P05749,Produto5749,118.71,467
P05750,Produto5750,781.19,731
P05751,Produto5751,441.96,83
P05752,Produto5752,573.36,934
P05753,Produto5753,473.95,983
P05754,Produto5754,568.67,125
P05755,Produto5755,901.41,715
P05756,Produto5756,634.96,494
P05757,Produto5757,760.06,660
P05758,Produto5758,216.94,761
P05759,Produto5759,439.22,599
P05760,Produto5760,588.01,466
P05761,Produto5761,575.62,17
P05762,Produto5762,52.82,173
P05763,Produto5763,139.67,164
P05764,Produto5764,83.87,746
P05765,Produto5765,327.59,332
P05766,Produto5766,127.62,838
P05767,Produto5767,780.25,719
P05768,Produto5768,411.9,111
P05769,Produto5769,871.93,743
P05770,Produto5770,558.67,829
P05771,Produto5771,174.85,750
P05772,Produto5772,431.91,127
P05773,Produto5773,233.96,491
P05774,Produto5774,41.5,936
P05775,Produto5775,589.02,253
P05776,Produto5776,878.19,186
P05777,Produto5777,887.78,634
P05778,Produto5778,853.24,970
P05779,Produto5779,563.02,602
P05780,Produto5780,962.25,202
P05781,Produto5781,82.74,181
P05782,Produto5782,163.62,68
P05783,Produto5783,82.76,383
P05784,Produto5784,723.47,208
P05785,Produto5785,211.37,282
P05786,Produto5786,647.95,729
P05787,Produto5787,964.83,25
P05788,Produto5788,285.47,615
P05789,Produto5789,984.72,678
P05790,Produto5790,816.79,751
P05791,Produto5791,223.75,417
P05792,Produto5792,958.22,698
P05793,Produto5793,586.04,341
P05794,Produto5794,34.28,377
P05795,Produto5795,33.92,866
P05796,Produto5796,218.65,585
P05797,Produto5797,333.1,322
P05798,Produto5798,817.09,496
P05799,Produto5799,206.38,863
P05800,Produto5800,716.91,309
P05801,Produto5801,179.04,731
P05802,Produto5802,238.66,427
P05803,Produto5803,99.97,149
P05804,Produto5804,307.01,577
P05805,Produto5805,83.19,902
P05806,Produto5806,798.55,406
P05807,Produto5807,338.57,975
P05808,Produto5808,702.84,505
P05809,Produto5809,590.64,155
P05810,Produto5810,922.72,153
P05811,Produto5811,365.42,202
P05812,Produto5812,200.78,651
P05813,Produto5813,812.87,667
P05814,Produto5814,762.07,840
P05815,Produto5815,264.92,402
P05816,Produto5816,282.51,649
P05817,Produto5817,631.28,870
P05818,Produto5818,889.7,253
P05819,Produto5819,567.4,564
P05820,Produto5820,932.64,529
P05821,Produto5821,767.7,492
P05822,Produto5822,951.35,994
P05823,Produto5823,711.44,55
P05824,Produto5824,178.39,536
P05825,Produto5825,969.9,937
P05826,Produto5826,658.56,38
P05827,Produto5827,919.57,590
P05828,Produto5828,714.23,712
P05829,Produto5829,249.75,843
P05830,Produto5830,646.51,705
P05831,Produto5831,309.84,493
P05832,Produto5832,523.62,738
P05833,Produto5833,623.49,125
P05834,Produto5834,336.05,964
P05835,Produto5835,799.15,619
P05836,Produto5836,841.39,376
P05837,Produto5837,741.56,16
P05838,Produto5838,752.93,928
P05839,Produto5839,895.33,395
P05840,Produto5840,97.56,735
P05841,Produto5841,785.55,137
P05842,Produto5842,791.62,47
P05843,Produto5843,612.88,550
P05844,Produto5844,888.67,148
P05845,Produto5845,279.31,807
P05846,Produto5846,735.56,101
P05847,Produto5847,46.34,55
P05848,Produto5848,13.58,521
P05849,Produto5849,832.17,915
P05850,Produto5850,124.04,669
P05851,Produto5851,774.4,215
P05852,Produto5852,310.9,449
P05853,Produto5853,97.61,385
P05854,Produto5854,508.96,829
P05855,Produto5855,85.78,528
P05856,Produto5856,467.08,332
P05857,Produto5857,476.57,637
P05858,Produto5858,555.44,511
P05859,Produto5859,471.24,189
P05860,Produto5860,76.91,661
P05861,Produto5861,50.1,162
P05862,Produto5862,478.1,285
P05863,Produto5863,840.52,630
P05864,Produto5864,810.68,42
P05865,Produto5865,192.68,494
P05866,Produto5866,318.65,93
P05867,Produto5867,768.14,685
P05868,Produto5868,383.85,577
P05869,Produto5869,800.46,304
P05870,Produto5870,680.34,451
P05871,Produto5871,420.47,49
P05872,Produto5872,797.64,994
P05873,Produto5873,868.59,956
P05874,Produto5874,935.4,923
P05875,Produto5875,71.85,630
P05876,Produto5876,229.35,535
P05877,Produto5877,543.7,337
P05878,Produto5878,577.54,871
P05879,Produto5879,150.83,863
P05880,Produto5880,951.57,689
P05881,Produto5881,676.42,581
P05882,Produto5882,685.97,798
P05883,Produto5883,575.89,801
P05884,Produto5884,717.45,184
P05885,Produto5885,644.53,243
P05886,Produto5886,48.98,743
P05887,Produto5887,826.81,493
P05888,Produto5888,342.5,582
P05889,Produto5889,535.05,75
P05890,Produto5890,540.29,51
P05891,Produto5891,43.37,996
P05892,Produto5892,814.75,454
P05893,Produto5893,662.15,388
P05894,Produto5894,513.06,154
P05895,Produto5895,72.24,140
P05896,Produto5896,408.81,805
P05897,Produto5897,812.7,592
P05898,Produto5898,305.47,410
P05899,Produto5899,268.67,784
P05900,Produto5900,702.9,298
P05901,Produto5901,905.05,523
P05902,Produto5902,918.5,790
P05903,Produto5903,127.41,461
P05904,Produto5904,468.06,371
P05905,Produto5905,839.23,106
P05906,Produto5906,995.72,944
P05907,Produto5907,759.34,869
P05908,Produto5908,249.97,323
P05909,Produto5909,499.91,357
P05910,Produto5910,910.27,222
P05911,Produto5911,472.24,662
P05912,Produto5912,460.72,141
P05913,Produto5913,894.05,628
P05914,Produto5914,36.33,449
P05915,Produto5915,922.44,238
P05916,Produto5916,325.88,3
P05917,Produto5917,502.24,474
P05918,Produto5918,1.37,159
P05919,Produto5919,319.92,809
P05920,Produto5920,654.15,651
P05921,Produto5921,577.45,787
P05922,Produto5922,254.4,7
P05923,Produto5923,555.04,63
P05924,Produto5924,725.6,679
P05925,Produto5925,944.3,91
P05926,Produto5926,51.73,729
P05927,Produto5927,555.54,136
P05928,Produto5928,642.04,312
P05929,Produto5929,832.23,977
P05930,Produto5930,850.16,33
P05931,Produto5931,238.7,951
P05932,Produto5932,414.32,987
P05933,Produto5933,601.31,831
P05934,Produto5934,456.33,661
P05935,Produto5935,553.03,578
P05936,Produto5936,587.98,606
P05937,Produto5937,902.79,886
P05938,Produto5938,830.83,273
P05939,Produto5939,371.24,695
P05940,Produto5940,973.74,232
P05941,Produto5941,858.79,942
P05942,Produto5942,372.23,735
P05943,Produto5943,943.73,72
P05944,Produto5944,699.54,598
P05945,Produto5945,203.31,114
P05946,Produto5946,982.44,448
P05947,Produto5947,570.14,976
P05948,Produto5948,4.39,259
P05949,Produto5949,252.77,575
P05950,Produto5950,723.42,794
P05951,Produto5951,857.02,147
P05952,Produto5952,168.25,88
P05953,Produto5953,31.62,822
P05954,Produto5954,46.68,69
P05955,Produto5955,206.96,218
P05956,Produto5956,731.81,508
P05957,Produto5957,146.79,521
P05958,Produto5958,773.17,472
P05959,Produto5959,612.87,139
P05960,Produto5960,154.56,901
P05961,Produto5961,643.1,113
P05962,Produto5962,106.84,605
P05963,Produto5963,588.87,140
P05964,Produto5964,550.89,533
P05965,Produto5965,176.54,348
P05966,Produto5966,145.49,49
P05967,Produto5967,576.38,547
P05968,Produto5968,623.76,274
P05969,Produto5969,2.11,259
P05970,Produto5970,833.7,153
P05971,Produto5971,340.1,162
P05972,Produto5972,967.51,314
P05973,Produto5973,523.55,839
P05974,Produto5974,705.48,172
P05975,Produto5975,616.36,11
P05976,Produto5976,15.8,900
P05977,Produto5977,365.21,777
P05978,Produto5978,743.72,80
P05979,Produto5979,538.59,155
P05980,Produto5980,362.05,315
P05981,Produto5981,925.48,437
P05982,Produto5982,603.06,307
P05983,Produto5983,141.07,942
P05984,Produto5984,452.46,844
P05985,Produto5985,357.45,493
P05986,Produto5986,529.46,449
P05987,Produto5987,679.06,98
P05988,Produto5988,606.77,66
P05989,Produto5989,363.63,838
P05990,Produto5990,217.55,272
P05991,Produto5991,806.9,669
P05992,Produto5992,257.08,85
P05993,Produto5993,769.54,874
P05994,Produto5994,429.17,48
P05995,Produto5995,516.92,471
P05996,Produto5996,924.17,402
P05997,Produto5997,673.56,831
P05998,Produto5998,636.95,666
P05999,Produto5999,847.93,56
P06000,Produto6000,173.63,308
P06001,Produto6001,719.37,431
P06002,Produto6002,276.25,300
P06003,Produto6003,405.99,684
P06004,Produto6004,85.31,765
P06005,Produto6005,623.7,325
P06006,Produto6006,862.02,257
P06007,Produto6007,916.16,647
P06008,Produto6008,691.23,654
P06009,Produto6009,767.97,420
P06010,Produto6010,333.18,745
P06011,Produto6011,40.31,903
P06012,Produto6012,354.7,713
P06013,Produto6013,582.83,216
P06014,Produto6014,774.56,948
P06015,Produto6015,103.46,862
P06016,Produto6016,596.68,282
P06017,Produto6017,393.95,661
P06018,Produto6018,38.28,477
P06019,Produto6019,804.67,57
P06020,Produto6020,401.44,706
P06021,Produto6021,856.38,315
P06022,Produto6022,125.62,896
P06023,Produto6023,403.58,889
P06024,Produto6024,347.57,447
P06025,Produto6025,318.18,617
P06026,Produto6026,194.14,658
P06027,Produto6027,836.72,279
P06028,Produto6028,349.26,789
P06029,Produto6029,933.86,742
P06030,Produto6030,958.4,131
P06031,Produto6031,426.74,652
P06032,Produto6032,231.31,100
P06033,Produto6033,734.96,525
P06034,Produto6034,406.0,435
P06035,Produto6035,165.25,466
P06036,Produto6036,639.57,803
P06037,Produto6037,921.37,352
P06038,Produto6038,127.98,888
P06039,Produto6039,565.28,511
P06040,Produto6040,133.68,118
P06041,Produto6041,508.98,955
P06042,Produto6042,574.53,240
P06043,Produto6043,169.2,869
P06044,Produto6044,190.74,586
P06045,Produto6045,825.29,55
P06046,Produto6046,458.2,548
P06047,Produto6047,645.85,659
P06048,Produto6048,874.59,350
P06049,Produto6049,845.82,900
P06050,Produto6050,457.38,894
P06051,Produto6051,36.64,311
P06052,Produto6052,378.34,584
P06053,Produto6053,871.07,651
P06054,Produto6054,583.6,690
P06055,Produto6055,609.18,228
P06056,Produto6056,797.79,731
P06057,Produto6057,951.63,351
P06058,Produto6058,634.47,408
P06059,Produto6059,892.27,881
P06060,Produto6060,592.57,854
P06061,Produto6061,113.37,815
P06062,Produto6062,418.34,876
P06063,Produto6063,703.02,605
P06064,Produto6064,875.65,686
P06065,Produto6065,194.07,913
P06066,Produto6066,987.42,464
P06067,Produto6067,463.74,658
P06068,Produto6068,333.88,955
P06069,Produto6069,910.08,694
P06070,Produto6070,351.0,60
P06071,Produto6071,626.04,939
P06072,Produto6072,249.02,365
P06073,Produto6073,103.71,51
P06074,Produto6074,79.97,129
P06075,Produto6075,2.96,662
P06076,Produto6076,108.59,220
P06077,Produto6077,632.52,234
P06078,Produto6078,340.85,214
P06079,Produto6079,395.45,377
P06080,Produto6080,379.51,601
P06081,Produto6081,708.7,677
P06082,Produto6082,338.17,16
P06083,Produto6083,835.51,456
P06084,Produto6084,562.77,448
P06085,Produto6085,284.05,146
P06086,Produto6086,768.86,63
P06087,Produto6087,61.8,812
P06088,Produto6088,112.45,112
P06089,Produto6089,450.72,865
P06090,Produto6090,399.41,567
P06091,Produto6091,322.08,182
P06092,Produto6092,281.5,284
P06093,Produto6093,995.75,897
P06094,Produto6094,759.29,120
P06095,Produto6095,7.69,964
P06096,Produto6096,128.04,820
P06097,Produto6097,441.83,246
P06098,Produto6098,923.55,16
P06099,Produto6099,58.54,832
P06100,Produto6100,36.96,686
P06101,Produto6101,525.55,549
P06102,Produto6102,343.2,325
P06103,Produto6103,731.68,113
P06104,Produto6104,702.48,680
P06105,Produto6105,675.85,908
P06106,Produto6106,370.61,360
P06107,Produto6107,32.64,887
P06108,Produto6108,222.34,980
P06109,Produto6109,624.64,155
P06110,Produto6110,865.69,116
P06111,Produto6111,349.22,699
P06112,Produto6112,679.91,248
P06113,Produto6113,485.06,335
P06114,Produto6114,20.52,233
P06115,Produto6115,780.28,509
P06116,Produto6116,596.78,75
P06117,Produto6117,997.39,336
P06118,Produto6118,336.93,662
P06119,Produto6119,17.74,374
P06120,Produto6120,840.89,901
P06121,Produto6121,983.9,644
P06122,Produto6122,788.26,562
P06123,Produto6123,405.27,849
P06124,Produto6124,469.5,895
P06125,Produto6125,347.36,312
P06126,Produto6126,330.4,404
P06127,Produto6127,899.76,551
P06128,Produto6128,645.75,285
P06129,Produto6129,314.85,211
P06130,Produto6130,338.84,831
P06131,Produto6131,579.23,407
P06132,Produto6132,397.49,152
P06133,Produto6133,447.9,61
P06134,Produto6134,573.39,177
P06135,Produto6135,972.77,955
P06136,Produto6136,107.79,536
P06137,Produto6137,55.72,834
P06138,Produto6138,88.0,586
P06139,Produto6139,313.86,373
P06140,Produto6140,515.41,230
P06141,Produto6141,694.21,862
P06142,Produto6142,203.21,536
P06143,Produto6143,234.04,341
P06144,Produto6144,389.56,932
P06145,Produto6145,265.99,952
P06146,Produto6146,232.33,547
P06147,Produto6147,681.11,188
P06148,Produto6148,163.38,329
P06149,Produto6149,746.29,514
P06150,Produto6150,209.59,781
P06151,Produto6151,645.52,258
P06152,Produto6152,189.24,402
P06153,Produto6153,798.62,48
P06154,Produto6154,705.02,170
P06155,Produto6155,914.19,978
P06156,Produto6156,834.4,860
P06157,Produto6157,413.87,837
P06158,Produto6158,564.66,812
P06159,Produto6159,26.53,43
P06160,Produto6160,94.52,276
P06161,Produto6161,328.45,805
P06162,Produto6162,469.04,360
P06163,Produto6163,503.46,762
P06164,Produto6164,54.82,903
P06165,Produto6165,854.53,261
P06166,Produto6166,10.41,683
P06167,Produto6167,647.45,867
P06168,Produto6168,306.66,338
P06169,Produto6169,33.4,410
P06170,Produto6170,167.21,783
P06171,Produto6171,631.13,835
P06172,Produto6172,178.68,201
P06173,Produto6173,836.87,907
P06174,Produto6174,754.68,651
P06175,Produto6175,375.9,24
P06176,Produto6176,462.29,846
P06177,Produto6177,836.67,219
P06178,Produto6178,824.88,201
P06179,Produto6179,954.92,948
P06180,Produto6180,678.54,15
P06181,Produto6181,213.51,921
P06182,Produto6182,828.96,121
P06183,Produto6183,705.85,916
P06184,Produto6184,164.18,297
P06185,Produto6185,502.2,334
P06186,Produto6186,319.16,739
P06187,Produto6187,564.83,105
P06188,Produto6188,466.79,422
P06189,Produto6189,635.45,312
P06190,Produto6190,821.96,680
P06191,Produto6191,404.95,497
P06192,Produto6192,557.73,633
P06193,Produto6193,218.23,755
P06194,Produto6194,857.91,753
P06195,Produto6195,250.84,462
P06196,Produto6196,973.09,885
P06197,Produto6197,519.59,711
P06198,Produto6198,856.84,605
P06199,Produto6199,139.46,353
P06200,Produto6200,957.3,602
P06201,Produto6201,464.68,631
P06202,Produto6202,305.26,841
P06203,Produto6203,899.45,149
P06204,Produto6204,557.72,481
P06205,Produto6205,715.61,888
P06206,Produto6206,693.73,653
P06207,Produto6207,672.77,635
P06208,Produto6208,126.17,70
P06209,Produto6209,504.05,815
P06210,Produto6210,237.6,289
P06211,Produto6211,30.34,497
P06212,Produto6212,661.87,830
P06213,Produto6213,670.21,455
P06214,Produto6214,665.47,179
P06215,Produto6215,19.68,615
P06216,Produto6216,371.54,935
P06217,Produto6217,68.29,653
P06218,Produto6218,738.84,17
P06219,Produto6219,468.4,890
P06220,Produto6220,82.2,953
P06221,Produto6221,902.23,58
P06222,Produto6222,69.17,244
P06223,Produto6223,598.52,127
P06224,Produto6224,496.52,185
P06225,Produto6225,300.45,435
P06226,Produto6226,873.29,286
P06227,Produto6227,987.3,25
P06228,Produto6228,60.49,98
P06229,Produto6229,672.27,231
P06230,Produto6230,787.88,499
P06231,Produto6231,487.47,675
P06232,Produto6232,612.03,985
P06233,Produto6233,200.48,798
P06234,Produto6234,230.38,359
P06235,Produto6235,248.26,923
P06236,Produto6236,167.53,279
P06237,Produto6237,341.53,76
P06238,Produto6238,384.13,618
P06239,Produto6239,702.58,486
P06240,Produto6240,50.28,458
P06241,Produto6241,367.14,987
P06242,Produto6242,105.32,111
P06243,Produto6243,957.9,275
P06244,Produto6244,312.37,468
P06245,Produto6245,793.59,446
P06246,Produto6246,177.6,156
P06247,Produto6247,871.41,118
P06248,Produto6248,282.69,828
P06249,Produto6249,717.04,465
P06250,Produto6250,230.88,532
P06251,Produto6251,448.52,702
P06252,Produto6252,280.64,667
P06253,Produto6253,97.53,536
P06254,Produto6254,844.3,427
P06255,Produto6255,168.47,228
P06256,Produto6256,958.83,878
P06257,Produto6257,558.82,158
P06258,Produto6258,969.29,982
P06259,Produto6259,547.44,30
P06260,Produto6260,223.28,59
P06261,Produto6261,726.38,510
P06262,Produto6262,836.96,794
P06263,Produto6263,795.35,856
P06264,Produto6264,222.29,603
P06265,Produto6265,186.77,353
P06266,Produto6266,158.43,904
P06267,Produto6267,119.48,840
P06268,Produto6268,191.09,189
P06269,Produto6269,818.47,51
P06270,Produto6270,640.77,211
P06271,Produto6271,151.69,514
P06272,Produto6272,443.57,440
P06273,Produto6273,665.98,205
P06274,Produto6274,964.03,468
P06275,Produto6275,130.25,99
P06276,Produto6276,240.61,392
P06277,Produto6277,535.44,159
P06278,Produto6278,913.11,133
P06279,Produto6279,651.4,166
P06280,Produto6280,951.72,889
P06281,Produto6281,904.79,800
P06282,Produto6282,208.88,434
P06283,Produto6283,582.65,978
P06284,Produto6284,897.35,535
P06285,Produto6285,705.86,792
P06286,Produto6286,946.31,314
P06287,Produto6287,509.06,43
P06288,Produto6288,603.15,200
P06289,Produto6289,603.02,126
P06290,Produto6290,337.19,607
P06291,Produto6291,359.65,854
P06292,Produto6292,89.01,228
P06293,Produto6293,246.46,182
P06294,Produto6294,904.5,895
P06295,Produto6295,476.99,289
P06296,Produto6296,316.67,52
P06297,Produto6297,376.31,106
P06298,Produto6298,630.41,890
P06299,Produto6299,917.84,652
P06300,Produto6300,241.54,995
P06301,Produto6301,888.92,7
P06302,Produto6302,206.13,274
P06303,Produto6303,456.05,219
P06304,Produto6304,552.58,308
P06305,Produto6305,670.22,233
P06306,Produto6306,843.3,889
P06307,Produto6307,95.74,859
P06308,Produto6308,534.48,260
P06309,Produto6309,149.97,805
P06310,Produto6310,734.38,213
P06311,Produto6311,895.23,869
P06312,Produto6312,15.27,583
P06313,Produto6313,354.78,972
P06314,Produto6314,724.75,747
P06315,Produto6315,122.47,734
P06316,Produto6316,99.0,884
P06317,Produto6317,154.31,963
P06318,Produto6318,164.07,681
P06319,Produto6319,157.82,145
P06320,Produto6320,694.61,484
P06321,Produto6321,864.34,43
P06322,Produto6322,800.29,565
P06323,Produto6323,851.87,274
P06324,Produto6324,317.68,86
P06325,Produto6325,193.59,850
P06326,Produto6326,503.74,89
P06327,Produto6327,436.47,657
P06328,Produto6328,196.95,902
P06329,Produto6329,31.12,469
P06330,Produto6330,297.46,313
P06331,Produto6331,453.91,873
P06332,Produto6332,55.18,51
P06333,Produto6333,233.79,976
P06334,Produto6334,817.48,597
P06335,Produto6335,348.74,381
P06336,Produto6336,403.41,531
P06337,Produto6337,267.83,915
P06338,Produto6338,85.88,640
P06339,Produto6339,308.9,19
P06340,Produto6340,277.16,462
P06341,Produto6341,932.87,840
P06342,Produto6342,588.93,825
P06343,Produto6343,953.0,294
P06344,Produto6344,442.12,730
P06345,Produto6345,297.93,767
P06346,Produto6346,389.96,234
P06347,Produto6347,743.84,445
P06348,Produto6348,327.37,365
P06349,Produto6349,862.17,556
P06350,Produto6350,348.62,469
P06351,Produto6351,605.39,733
P06352,Produto6352,476.84,576
P06353,Produto6353,289.92,866
P06354,Produto6354,59.58,924
P06355,Produto6355,365.49,702
P06356,Produto6356,286.05,472
P06357,Produto6357,960.19,243
P06358,Produto6358,252.31,643
P06359,Produto6359,703.88,21
P06360,Produto6360,553.54,178
P06361,Produto6361,306.79,775
P06362,Produto6362,644.57,558
P06363,Produto6363,346.84,937
P06364,Produto6364,697.07,222
P06365,Produto6365,146.68,532
P06366,Produto6366,561.68,187
P06367,Produto6367,372.63,305
P06368,Produto6368,557.73,320
P06369,Produto6369,187.96,78
P06370,Produto6370,578.0,952
P06371,Produto6371,733.19,672
P06372,Produto6372,158.53,819
P06373,Produto6373,974.57,27
P06374,Produto6374,580.67,372
P06375,Produto6375,355.17,616
P06376,Produto6376,514.25,299
P06377,Produto6377,158.0,941
P06378,Produto6378,494.66,713
P06379,Produto6379,340.9,878
P06380,Produto6380,884.79,690
P06381,Produto6381,387.63,508
P06382,Produto6382,628.12,844
P06383,Produto6383,495.98,994
P06384,Produto6384,26.41,103
P06385,Produto6385,645.78,51
P06386,Produto6386,482.31,344
P06387,Produto6387,524.1,110
P06388,Produto6388,365.31,722
P06389,Produto6389,105.3,477
P06390,Produto6390,504.49,446
P06391,Produto6391,787.26,738
P06392,Produto6392,134.9,218
P06393,Produto6393,22.07,211
P06394,Produto6394,741.61,936
P06395,Produto6395,873.67,132
P06396,Produto6396,407.1,752
P06397,Produto6397,346.94,578
P06398,Produto6398,530.24,912
P06399,Produto6399,572.98,520
P06400,Produto6400,309.26,834
P06401,Produto6401,539.16,716
P06402,Produto6402,330.66,409
P06403,Produto6403,675.35,71
P06404,Produto6404,512.37,599
P06405,Produto6405,396.54,405
P06406,Produto6406,552.12,384
P06407,Produto6407,501.29,918
